,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,HomeTeamMatchDay,AwayTeamMatchDay,HomeTeamGoalsScoredLast5,AwayTeamGoalsScoredLast5,HomeTeamGoalsConcededLast5,AwayTeamGoalsConcededLast5,HomeTeamUnBeatenStreak,AwayTeamUnBeatenStreak,HomeTeamPoints,AwayTeamPoints,HomeTeamLostLast,AwayTeamLostLast,HomeTeamGameNumber,AwayTeamGameNumber,ScoredAtHomeTeam5,ScoredAwayTeam5,HomeTeamAtHomeTeamPoints,AwayTeamFromHomeTeamPoints
3410,F1,Nice,Grenoble,2.0,1.0,H,1.57,3.6,6.5,34,34,4.0,3.0,4.0,10.0,1,1,8.0,2.0,1.0,1.0,17,17,4.0,2.0,8.0,5.0
3411,SP1,Valencia,Ath Bilbao,1.0,1.0,D,1.67,3.75,5.0,8,8,5.0,8.0,4.0,7.0,2,3,8.0,7.0,1.0,1.0,5,4,10.0,5.0,12.5,3.3333333333333335
3412,N1,AZ Alkmaar,Roda,2.0,2.0,D,1.4,4.75,7.0,14,14,10.0,8.0,5.0,9.0,4,0,10.0,8.0,1.0,0.0,7,7,11.0,12.0,13.0,6.0
3413,I1,Lazio,Fiorentina,1.0,1.0,D,3.5,2.0,3.0,37,37,4.0,4.0,8.0,4.0,1,2,2.0,6.0,1.0,1.0,19,19,6.0,6.0,7.0,6.0
3414,SP1,Osasuna,Leganes,2.0,1.0,H,3.8,3.3,2.05,31,31,5.0,5.0,10.0,6.0,1,0,4.0,6.0,1.0,0.0,16,16,5.0,3.0,2.0,7.0
3415,SP1,Mallorca,Sevilla,1.0,1.0,D,2.5,3.2,2.5,10,10,2.0,7.0,11.0,3.0,1,4,4.0,10.0,1.0,1.0,6,6,7.0,5.0,7.0,9.0
3416,SP1,Santander,Villarreal,1.0,0.0,H,3.0,3.2,2.3,19,19,8.0,5.0,6.0,4.0,5,4,9.0,8.0,1.0,1.0,9,10,4.0,9.0,3.0,8.0
3417,SP1,Sociedad,Valencia,3.0,3.0,D,2.63,3.2,2.38,22,22,2.0,8.0,11.0,6.0,0,1,0.0,8.0,0.0,1.0,11,11,5.0,5.0,7.0,13.0
3418,F1,Sochaux,Dijon,1.0,0.0,H,1.95,3.3,4.0,32,32,9.0,6.0,7.0,6.0,0,0,9.0,7.0,0.0,0.0,16,16,5.0,6.0,8.0,7.0
3419,F1,Paris SG,Istres,2.0,2.0,D,1.44,3.5,7.0,23,23,5.0,3.0,1.0,6.0,8,2,9.0,4.0,1.0,1.0,11,12,6.0,4.0,9.0,5.0
3420,N1,Graafschap,Heracles,1.0,0.0,H,2.62,3.3,2.62,26,26,3.0,6.0,11.0,7.0,0,1,1.0,5.0,0.0,1.0,13,14,3.0,8.0,4.0,3.0
3421,N1,Heerenveen,Graafschap,1.0,1.0,D,1.33,5.0,9.0,9,9,10.0,3.0,4.0,12.0,5,0,9.0,3.0,1.0,0.0,5,5,8.75,3.75,6.25,3.75
3422,F1,Troyes,Lille,1.0,1.0,D,4.0,3.2,2.0,5,5,5.0,7.5,11.25,7.5,0,0,1.25,6.25,0.0,0.0,3,3,5.0,10.0,2.5,2.5
3423,E0,Chelsea,Brighton,2.0,0.0,H,1.19,7.5,17.0,20,20,7.0,2.0,3.0,9.0,3,2,10.0,4.0,1.0,1.0,10,10,10.0,4.0,15.0,4.0
3424,D1,FC Koln,Hannover,1.0,1.0,D,2.3,3.2,3.3,22,22,3.0,5.0,3.0,8.0,0,0,5.0,2.0,0.0,0.0,11,12,2.0,9.0,3.0,5.0
3425,E0,Chelsea,West Ham,2.0,0.0,H,1.4,5.0,9.0,29,29,9.0,6.0,8.0,8.0,1,1,7.0,6.0,1.0,1.0,15,15,9.0,4.0,10.0,7.0
3426,SP1,Sevilla,Getafe,2.0,0.0,H,1.44,4.33,7.0,3,3,7.5,5.0,5.0,7.5,2,1,10.0,7.5,1.0,1.0,2,2,5.0,5.0,5.0,15.0
3427,I1,Genoa,Atalanta,2.0,0.0,H,1.83,3.4,4.5,21,21,5.0,6.0,10.0,6.0,1,2,4.0,5.0,1.0,1.0,11,11,12.0,4.0,11.0,4.0
3428,N1,Willem II,Dordrecht,2.0,1.0,H,1.33,5.25,8.0,28,28,6.0,4.0,9.0,14.0,2,0,5.0,3.0,1.0,0.0,14,14,8.0,1.0,11.0,9.0
3429,F1,Lyon,Dijon,3.0,3.0,D,1.29,5.75,10.0,7,7,7.0,6.0,7.0,10.0,0,0,8.0,4.0,0.0,0.0,4,4,15.0,5.0,11.666666666666666,5.0
3430,I1,Milan,Siena,2.0,0.0,H,1.29,5.0,12.0,15,15,12.0,3.0,2.0,8.0,9,0,11.0,1.0,1.0,0.0,8,8,16.0,2.0,15.0,7.0
3431,F1,Paris SG,Nice,2.0,1.0,H,1.36,4.5,9.0,7,7,9.0,4.0,5.0,3.0,5,1,11.0,5.0,1.0,1.0,4,3,5.0,0.0,10.0,2.5
3432,E0,Arsenal,Everton,0.0,0.0,D,1.75,3.9,5.0,33,33,12.0,10.0,5.0,3.0,4,5,12.0,13.0,1.0,1.0,17,16,12.0,5.0,13.0,11.0
3433,SP1,Villarreal,Valladolid,0.0,3.0,A,1.44,4.0,8.0,12,12,12.0,5.0,8.0,10.0,11,1,9.0,7.0,1.0,1.0,6,6,11.0,1.0,13.0,10.0
3434,SP1,Celta,Real Madrid,1.0,2.0,A,3.5,3.25,1.9,21,21,4.0,9.0,6.0,6.0,3,3,7.0,8.0,1.0,1.0,10,10,7.0,7.0,12.0,7.0
3435,D1,Nurnberg,Mainz,2.0,0.0,H,2.0,3.4,3.75,29,29,7.0,3.0,7.0,5.0,0,0,8.0,6.0,0.0,0.0,14,15,6.0,4.0,6.0,7.0
3436,D1,Hertha,Stuttgart,2.0,1.0,H,2.5,3.4,2.8,4,4,5.0,6.666666666666667,6.666666666666667,16.666666666666668,0,0,6.666666666666667,0.0,0.0,0.0,2,2,5.0,10.0,5.0,0.0
3437,F1,Sochaux,Strasbourg,1.0,1.0,D,1.9,2.9,4.0,34,35,6.0,6.0,13.0,8.0,0,0,3.0,4.0,0.0,0.0,17,17,8.0,7.0,10.0,8.0
3438,I1,Inter,Parma,2.0,0.0,H,1.28,4.33,9.5,12,12,10.0,5.0,5.0,8.0,2,1,8.0,5.0,1.0,1.0,6,6,14.0,3.0,12.0,6.0
3439,I1,Napoli,Juventus,2.0,0.0,H,2.8,3.3,2.5,31,31,7.0,7.0,4.0,1.0,1,22,10.0,15.0,1.0,1.0,16,16,6.0,7.0,8.0,15.0
3440,N1,Excelsior,Ajax,1.0,1.0,D,11.0,5.75,1.25,27,27,6.0,11.0,9.0,2.0,2,10,5.0,13.0,1.0,1.0,14,14,8.0,8.0,6.0,13.0
3441,I1,Livorno,Siena,0.0,0.0,D,2.3,2.9,3.5,31,31,3.0,5.0,6.0,4.0,0,2,5.0,10.0,0.0,1.0,16,16,5.0,4.0,6.0,13.0
3442,F1,Toulouse,Le Mans,0.0,1.0,A,1.65,3.4,4.75,36,36,7.0,3.0,8.0,7.0,0,1,6.0,2.0,0.0,1.0,18,18,8.0,5.0,10.0,8.0
3443,D1,Stuttgart,Leverkusen,0.0,1.0,A,3.5,3.25,2.1,2,2,10.0,15.0,15.0,5.0,0,1,0.0,15.0,0.0,1.0,1,1,0.0,1.0,0.0,3.0
3444,E0,Liverpool,Man United,2.0,1.0,H,3.0,3.0,2.6,4,3,5.0,5.0,1.6666666666666667,2.5,3,2,11.666666666666666,10.0,1.0,1.0,2,2,10.0,5.0,15.0,5.0
3445,D1,Werder Bremen,Mainz,3.0,0.0,H,1.36,4.75,8.5,7,7,7.0,8.0,3.0,7.0,5,2,9.0,10.0,1.0,1.0,4,4,8.333333333333334,6.666666666666667,6.666666666666667,11.666666666666666
3446,N1,Waalwijk,Utrecht,0.0,1.0,A,3.0,3.4,2.3,1,1,0.0,1.0,1.0,0.0,0,0,0.0,3.0,,,1,1,0.0,1.0,0.0,3.0
3447,D1,Dortmund,Bochum,1.0,1.0,D,1.44,4.0,7.5,8,8,9.0,4.0,6.0,11.0,2,0,10.0,4.0,1.0,0.0,4,4,6.666666666666667,5.0,8.333333333333334,5.0
3448,SP1,Barcelona,Granada,4.0,0.0,H,1.13,8.5,17.0,14,14,10.0,6.0,2.0,5.0,13,2,13.0,9.0,1.0,1.0,7,7,14.0,3.0,15.0,3.0
3449,I1,Genoa,Fiorentina,2.0,2.0,D,2.4,3.0,3.2,29,29,4.0,4.0,6.0,9.0,0,0,3.0,4.0,0.0,0.0,15,15,8.0,2.0,8.0,9.0
3450,I1,Genoa,Fiorentina,2.0,5.0,A,4.0,3.3,1.95,2,2,0.0,10.0,10.0,5.0,0,1,0.0,15.0,0.0,1.0,1,1,2.0,5.0,0.0,3.0
3451,D1,Kaiserslautern,Freiburg,3.0,0.0,H,1.66,3.4,4.5,15,15,6.0,4.0,8.0,16.0,0,0,7.0,0.0,0.0,0.0,8,8,5.0,2.0,10.0,4.0
3452,N1,PSV Eindhoven,Heracles,4.0,0.0,H,1.22,6.0,13.0,14,14,11.0,8.0,1.0,8.0,13,0,13.0,9.0,1.0,0.0,8,8,11.0,6.0,15.0,7.0
3453,N1,NAC Breda,Vitesse,1.0,0.0,H,3.39,3.39,2.1,30,30,6.0,6.0,8.0,12.0,0,0,7.0,5.0,0.0,0.0,15,15,9.0,6.0,6.0,10.0
3454,D1,Freiburg,Hertha,2.0,2.0,D,2.5,3.3,2.8,4,4,1.6666666666666667,8.333333333333334,6.666666666666667,15.0,0,0,1.6666666666666667,1.6666666666666667,0.0,0.0,2,2,0.0,10.0,5.0,5.0
3455,D1,Fortuna Dusseldorf,Dortmund,1.0,2.0,A,4.75,4.0,1.67,31,31,5.0,19.0,12.0,5.0,0,5,2.0,15.0,0.0,1.0,16,16,8.0,13.0,8.0,15.0
3456,I1,Roma,Genoa,3.0,1.0,H,1.5,4.33,6.0,27,27,10.0,5.0,12.0,3.0,2,5,7.0,9.0,1.0,1.0,13,14,12.0,3.0,10.0,10.0
3457,SP1,Villarreal,Vallecano,4.0,0.0,H,1.57,4.33,5.0,37,37,3.0,11.0,6.0,6.0,1,0,4.0,10.0,1.0,0.0,19,19,6.0,9.0,6.0,12.0
3458,F1,Lille,Monaco,4.0,0.0,H,1.44,4.2,7.5,33,33,7.0,2.0,6.0,1.0,1,5,7.0,7.0,1.0,1.0,17,16,10.0,0.0,12.0,10.0
3459,E0,Man City,Wigan,0.0,0.0,D,1.8,3.5,4.75,28,28,5.0,4.0,8.0,5.0,0,1,5.0,6.0,0.0,1.0,15,15,4.0,3.0,3.0,7.0
3460,D1,Schalke 04,Dortmund,1.0,1.0,D,1.85,3.5,4.2,21,21,4.0,5.0,4.0,6.0,0,1,7.0,6.0,0.0,1.0,10,10,6.0,4.0,10.0,9.0
3461,N1,Twente,Roda,3.0,0.0,H,1.55,4.0,5.75,9,9,7.0,5.0,6.0,8.0,0,2,6.0,6.0,0.0,1.0,4,6,11.666666666666666,5.0,10.0,4.0
3462,E0,West Ham,Huddersfield,2.0,0.0,H,1.95,3.5,4.5,4,4,3.3333333333333335,6.666666666666667,16.666666666666668,0.0,0,3,0.0,11.666666666666666,0.0,1.0,1,2,2.0,15.0,3.0,15.0
3463,D1,Stuttgart,Mainz,2.0,0.0,H,1.33,4.75,9.0,32,32,12.0,6.0,4.0,13.0,5,0,15.0,1.0,1.0,0.0,16,16,7.0,7.0,11.0,9.0
3464,F1,Lille,Monaco,4.0,1.0,H,2.25,3.0,3.5,33,33,8.0,7.0,4.0,6.0,4,0,12.0,6.0,1.0,0.0,17,17,6.0,5.0,13.0,10.0
3465,E0,Hull,Everton,0.0,2.0,A,4.0,3.6,2.0,38,38,5.0,7.0,11.0,8.0,0,0,4.0,6.0,0.0,0.0,19,19,4.0,7.0,6.0,12.0
3466,D1,Hannover,Ein Frankfurt,2.0,1.0,H,2.1,3.3,3.5,28,28,5.0,7.0,8.0,5.0,0,0,3.0,10.0,0.0,0.0,14,15,6.0,7.0,6.0,7.0
3467,E0,West Brom,Newcastle,0.0,2.0,A,2.3,3.5,3.3,11,11,10.0,6.0,6.0,4.0,3,4,8.0,10.0,1.0,1.0,6,6,10.0,4.0,6.0,8.0
3468,I1,Empoli,Inter,0.0,3.0,A,7.0,3.4,1.57,15,15,3.0,9.0,2.0,2.0,0,14,8.0,15.0,0.0,1.0,8,8,4.0,9.0,6.0,15.0
3469,E0,Liverpool,Everton,1.0,0.0,H,1.83,3.5,4.33,25,24,6.0,9.0,1.0,2.0,6,9,11.0,13.0,1.0,1.0,13,12,9.0,9.0,12.0,8.0
3470,E0,Man City,Chelsea,2.0,1.0,H,1.91,3.6,4.0,29,29,9.0,7.0,1.0,6.0,0,1,12.0,7.0,0.0,1.0,15,15,14.0,3.0,15.0,10.0
3471,F1,Bordeaux,Lyon,2.0,2.0,D,2.15,3.2,3.5,32,33,6.0,7.0,8.0,5.0,0,3,4.0,8.0,0.0,1.0,17,17,9.0,7.0,7.0,11.0
3472,D1,Nurnberg,Wolfsburg,0.0,2.0,A,2.9,3.3,2.4,30,30,9.0,15.0,7.0,6.0,1,2,10.0,12.0,1.0,1.0,15,15,7.0,9.0,8.0,6.0
3473,N1,Ajax,Heracles,2.0,2.0,D,1.17,6.5,15.0,21,21,13.0,5.0,4.0,10.0,0,0,9.0,2.0,0.0,0.0,11,11,11.0,4.0,10.0,8.0
3474,F1,Nantes,Monaco,0.0,0.0,D,2.45,3.0,3.2,27,28,8.0,7.0,4.0,5.0,12,4,11.0,10.0,1.0,1.0,14,14,10.0,5.0,11.0,13.0
3475,F1,St Etienne,Metz,2.0,2.0,D,1.62,3.8,6.0,29,28,5.0,4.0,4.0,13.0,1,1,4.0,5.0,1.0,1.0,15,15,8.0,1.0,10.0,11.0
3476,SP1,Mallorca,Ath Madrid,1.0,0.0,H,2.62,3.2,2.7,21,21,5.0,5.0,9.0,4.0,2,0,3.0,7.0,1.0,0.0,10,10,3.0,6.0,3.0,9.0
3477,I1,Crotone,Sampdoria,4.0,1.0,H,3.25,3.25,2.29,27,27,7.0,6.0,9.0,3.0,0,1,3.0,10.0,0.0,1.0,14,13,5.0,7.0,5.0,8.0
3478,SP1,Sevilla,Zaragoza,4.0,1.0,H,1.57,3.8,6.0,2,2,0.0,5.0,10.0,0.0,0,1,0.0,15.0,0.0,1.0,1,1,4.0,1.0,3.0,3.0
3479,SP1,Celta,Sociedad,1.0,0.0,H,2.1,3.4,3.5,29,29,6.0,6.0,15.0,5.0,0,1,7.0,8.0,0.0,1.0,15,15,8.0,9.0,8.0,9.0
3480,SP1,Ath Bilbao,Mallorca,1.0,1.0,D,1.9,3.25,4.0,32,32,4.0,3.0,1.0,4.0,5,1,11.0,6.0,1.0,1.0,16,17,4.0,4.0,8.0,9.0
3481,SP1,Granada,Malaga,1.0,0.0,H,2.5,3.3,2.8,34,34,3.0,9.0,12.0,11.0,2,1,4.0,9.0,1.0,1.0,17,17,5.0,7.0,2.0,8.0
3482,I1,Milan,Sampdoria,1.0,1.0,D,1.36,3.75,9.0,22,22,11.0,7.0,4.0,7.0,2,0,12.0,6.0,1.0,0.0,11,12,16.0,5.0,15.0,8.0
3483,D1,Bochum,Bayern Munich,1.0,5.0,A,7.0,4.33,1.44,16,16,4.0,7.0,5.0,3.0,3,8,5.0,9.0,1.0,1.0,8,8,5.0,10.0,2.0,9.0
3484,N1,Volendam,Ajax,1.0,2.0,A,7.5,4.33,1.36,14,14,7.0,12.0,17.0,6.0,0,1,6.0,10.0,0.0,1.0,7,7,11.0,9.0,7.0,15.0
3485,D1,Wolfsburg,Kaiserslautern,2.0,2.0,D,2.37,3.0,2.75,34,34,3.0,6.0,9.0,8.0,0,3,4.0,5.0,0.0,1.0,17,17,2.0,6.0,3.0,10.0
3486,I1,Lazio,Udinese,5.0,0.0,H,2.3,2.87,3.4,11,11,2.0,4.0,6.0,3.0,2,0,3.0,5.0,1.0,0.0,5,6,2.5,7.0,6.25,8.0
3487,N1,Ajax,Twente,1.0,1.0,D,1.7,3.75,4.75,7,7,16.0,17.0,8.0,6.0,6,1,11.0,12.0,1.0,1.0,3,4,22.5,11.666666666666666,15.0,15.0
3488,F1,Paris SG,Angers,2.0,0.0,H,1.2,7.0,15.0,15,15,9.0,3.0,1.0,4.0,7,0,13.0,5.0,1.0,0.0,8,8,11.0,5.0,13.0,8.0
3489,F1,Bordeaux,Nancy,3.0,2.0,H,2.2,3.1,3.5,36,36,6.0,5.0,5.0,5.0,4,0,6.0,8.0,1.0,0.0,18,18,6.0,6.0,8.0,9.0
3490,D1,Freiburg,Ein Frankfurt,0.0,2.0,A,2.2,3.3,3.25,5,5,5.0,6.25,12.5,5.0,1,4,5.0,7.5,1.0,1.0,3,3,2.5,7.5,2.5,5.0
3491,E0,Chelsea,Watford,4.0,2.0,H,1.36,5.25,10.0,9,9,7.0,8.0,4.0,10.0,0,3,7.0,10.0,0.0,1.0,5,5,5.0,10.0,5.0,6.25
3492,N1,Groningen,Ajax,2.0,3.0,A,4.33,3.5,1.7,22,22,5.0,11.0,6.0,7.0,0,3,6.0,10.0,0.0,1.0,11,11,8.0,10.0,6.0,8.0
3493,D1,Dortmund,Stuttgart,3.0,0.0,H,2.38,3.3,2.9,6,6,9.0,8.0,10.0,4.0,0,3,8.0,10.0,0.0,1.0,3,3,10.0,7.5,5.0,7.5
3494,F1,Metz,Lens,1.0,2.0,A,2.9,3.1,2.5,14,13,4.0,6.0,6.0,8.0,2,1,5.0,6.0,1.0,1.0,7,7,2.0,2.0,2.0,10.0
3495,E0,West Brom,Burnley,4.0,0.0,H,2.0,3.5,4.2,6,6,3.0,1.0,7.0,4.0,1,3,5.0,3.0,1.0,1.0,3,3,5.0,0.0,2.5,2.5
3496,SP1,Malaga,Ath Madrid,0.0,1.0,A,6.0,4.1,1.53,18,18,5.0,16.0,6.0,3.0,3,8,7.0,13.0,1.0,1.0,9,9,5.0,6.0,6.0,15.0
3497,N1,Utrecht,NAC Breda,3.0,4.0,A,1.5,3.9,7.0,28,28,14.0,6.0,7.0,8.0,0,1,8.0,7.0,0.0,1.0,14,14,13.0,4.0,7.0,4.0
3498,I1,Chievo,Siena,0.0,2.0,A,2.2,3.0,3.6,13,13,1.0,4.0,10.0,7.0,0,1,0.0,5.0,0.0,1.0,7,7,3.0,3.0,2.0,9.0
3499,E0,Everton,Tottenham,0.0,1.0,A,2.5,3.25,2.7,34,34,10.0,8.0,7.0,7.0,2,1,8.0,9.0,1.0,1.0,17,17,11.0,5.0,13.0,11.0
3500,E0,West Brom,Man City,2.0,0.0,H,2.8,3.25,2.4,16,16,6.0,9.0,6.0,6.0,3,1,5.0,7.0,1.0,1.0,9,8,7.0,7.0,7.0,10.0
3501,E0,Aston Villa,Reading,3.0,1.0,H,1.61,3.75,6.0,22,22,10.0,8.0,8.0,11.0,5,0,9.0,5.0,1.0,0.0,12,11,7.0,8.0,7.0,10.0
3502,F1,Marseille,Toulouse,0.0,1.0,A,1.57,3.6,6.5,25,26,7.0,6.0,5.0,3.0,0,2,8.0,9.0,0.0,1.0,14,13,7.0,7.0,9.0,10.0
3503,SP1,Xerez,Real Madrid,0.0,3.0,A,13.0,5.5,1.25,22,22,6.0,10.0,9.0,2.0,0,3,4.0,12.0,0.0,1.0,12,11,4.0,6.0,3.0,15.0
3504,D1,Karlsruhe,Schalke 04,0.0,3.0,A,4.0,3.4,1.83,10,10,5.0,4.0,6.0,4.0,0,3,6.0,6.0,0.0,1.0,5,5,3.75,6.25,7.5,12.5
3505,F1,Lille,Monaco,2.0,1.0,H,1.65,3.4,6.5,25,25,6.0,5.0,6.0,6.0,1,0,8.0,5.0,1.0,0.0,13,12,9.0,6.0,11.0,4.0
3506,F1,Rennes,Marseille,0.0,3.0,A,4.0,3.29,2.0,20,20,7.0,10.0,8.0,4.0,0,1,7.0,10.0,0.0,1.0,10,11,7.0,6.0,12.0,15.0
3507,D1,Hamburg,Wolfsburg,0.0,2.0,A,4.33,3.75,1.8,28,28,1.0,12.0,10.0,6.0,0,3,1.0,10.0,0.0,1.0,14,14,3.0,12.0,5.0,15.0
3508,I1,Cagliari,Catania,3.0,0.0,H,1.91,3.4,4.0,34,34,4.0,8.0,7.0,8.0,0,1,4.0,5.0,0.0,1.0,17,17,10.0,7.0,10.0,10.0
3509,I1,Genoa,Palermo,1.0,1.0,D,2.1,3.4,3.4,7,7,5.0,5.0,7.0,7.0,3,1,5.0,4.0,1.0,1.0,4,4,6.666666666666667,0.0,6.666666666666667,6.666666666666667
3510,SP1,Sociedad,Sevilla,4.0,3.0,H,2.9,3.3,2.5,24,24,5.0,9.0,8.0,9.0,2,1,5.0,6.0,1.0,1.0,13,12,4.0,6.0,8.0,13.0
3511,I1,Lazio,Cesena,3.0,0.0,H,1.33,5.0,9.0,2,2,5.0,5.0,15.0,0.0,0,1,0.0,15.0,0.0,1.0,1,1,3.0,0.0,3.0,3.0
3512,I1,Napoli,Chievo,1.0,1.0,D,1.29,5.25,10.0,21,21,12.0,3.0,5.0,8.0,7,0,11.0,2.0,1.0,0.0,11,11,11.0,4.0,10.0,5.0
3513,I1,Catania,Bologna,1.0,0.0,H,2.0,3.3,3.8,25,25,5.0,12.0,3.0,8.0,1,3,10.0,8.0,1.0,1.0,13,13,7.0,7.0,10.0,6.0
3514,F1,Nantes,Rennes,0.0,2.0,A,2.6,2.88,3.1,5,5,2.5,8.75,2.5,5.0,0,3,8.75,11.25,0.0,1.0,3,3,5.0,7.5,15.0,15.0
3515,F1,St Etienne,Istres,2.0,0.0,H,1.44,3.5,7.0,37,37,7.0,4.0,4.0,6.0,0,1,8.0,6.0,0.0,1.0,19,19,8.0,3.0,11.0,7.0
3516,F1,Nice,Le Mans,2.0,2.0,D,2.1,2.9,4.0,6,6,7.0,9.0,5.0,5.0,0,0,9.0,9.0,0.0,0.0,3,3,10.0,17.5,15.0,7.5
3517,SP1,Malaga,La Coruna,1.0,1.0,D,2.1,3.3,3.5,33,33,6.0,6.0,10.0,6.0,3,2,7.0,7.0,1.0,1.0,17,17,6.0,6.0,5.0,8.0
3518,I1,Lecce,Bologna,1.0,1.0,D,2.2,2.6,3.6,32,32,8.0,3.0,13.0,4.0,0,0,2.0,5.0,0.0,0.0,16,16,9.0,3.0,9.0,6.0
3519,I1,Atalanta,Catania,1.0,0.0,H,2.0,3.1,4.2,22,22,6.0,5.0,9.0,8.0,0,0,3.0,4.0,0.0,0.0,12,11,9.0,1.0,9.0,10.0
3520,N1,Twente,Vitesse,0.0,0.0,D,1.2,6.5,13.0,14,14,12.0,3.0,4.0,6.0,8,0,9.0,7.0,1.0,0.0,7,8,17.0,4.0,11.0,8.0
3521,N1,Vitesse,Ajax,0.0,2.0,A,3.25,3.25,2.0,33,33,7.0,16.0,9.0,5.0,2,6,7.0,15.0,1.0,1.0,17,17,10.0,11.0,7.0,12.0
3522,SP1,Sevilla,Zaragoza,5.0,0.0,H,1.7,3.5,5.25,25,25,11.0,7.0,8.0,6.0,4,0,10.0,7.0,1.0,0.0,13,12,13.0,4.0,13.0,7.0
3523,E0,Burnley,Stoke,0.0,0.0,D,2.7,3.3,2.88,37,37,1.0,7.0,4.0,5.0,1,1,3.0,8.0,1.0,1.0,19,19,1.0,4.0,4.0,10.0
3524,SP1,Real Madrid,Tenerife,3.0,0.0,H,1.11,8.5,21.0,5,5,16.25,3.75,2.5,7.5,4,1,15.0,7.5,1.0,1.0,3,3,20.0,0.0,15.0,15.0
3525,I1,Chievo,Milan,0.0,0.0,D,3.0,3.1,2.5,25,25,4.0,8.0,8.0,8.0,0,2,6.0,7.0,0.0,1.0,13,12,4.0,3.0,4.0,9.0
3526,SP1,Levante,Ath Madrid,0.0,1.0,A,5.0,3.8,1.66,9,9,3.0,12.0,15.0,3.0,0,1,0.0,12.0,0.0,1.0,5,5,2.5,5.0,1.25,12.5
3527,I1,Genoa,Inter,2.0,0.0,H,3.5,3.1,2.25,25,25,4.0,6.0,3.0,5.0,2,6,9.0,7.0,1.0,1.0,12,12,4.0,5.0,7.0,8.0
3528,N1,Nijmegen,Ajax,2.0,2.0,D,4.75,3.75,1.53,20,20,5.0,15.0,2.0,7.0,0,1,10.0,10.0,0.0,1.0,11,10,8.0,10.0,6.0,8.0
3529,D1,M'gladbach,Hamburg,1.0,3.0,A,2.3,3.2,2.7,15,15,5.0,15.0,6.0,4.0,0,2,7.0,10.0,0.0,1.0,8,8,8.0,10.0,10.0,9.0
3530,N1,Heerenveen,AZ Alkmaar,3.0,3.0,D,2.62,3.3,2.6,9,9,11.0,18.0,12.0,2.0,0,6,5.0,15.0,0.0,1.0,5,5,11.25,11.25,8.75,11.25
3531,E0,Arsenal,Stoke,2.0,0.0,H,1.29,5.0,13.0,14,15,9.0,5.0,7.0,4.0,0,2,7.0,8.0,0.0,1.0,7,8,16.0,4.0,12.0,7.0
3532,F1,Lille,Nancy,1.0,0.0,H,1.72,3.0,5.0,16,16,8.0,3.0,5.0,4.0,0,1,8.0,7.0,0.0,1.0,9,8,10.0,4.0,12.0,11.0
3533,E0,Sunderland,Arsenal,0.0,1.0,A,4.5,3.6,1.91,26,26,7.0,9.0,7.0,7.0,0,3,7.0,7.0,0.0,1.0,13,13,8.0,9.0,10.0,10.0
3534,F1,Lyon,Sochaux,1.0,2.0,A,1.5,4.0,7.0,30,30,9.0,8.0,6.0,12.0,0,1,8.0,5.0,0.0,1.0,15,15,7.0,3.0,8.0,9.0
3535,D1,Wolfsburg,Augsburg,0.0,2.0,A,1.8,3.75,4.33,31,31,4.0,8.0,9.0,10.0,0,2,2.0,7.0,0.0,1.0,16,16,6.0,8.0,8.0,5.0
3536,E0,Reading,West Ham,6.0,0.0,H,2.1,3.2,3.5,22,22,5.0,2.0,9.0,7.0,0,0,2.0,4.0,0.0,0.0,11,11,7.0,0.0,9.0,9.0
3537,F1,Marseille,Caen,5.0,0.0,H,1.53,4.0,7.0,12,12,12.0,3.0,7.0,4.0,6,1,11.0,9.0,1.0,1.0,6,6,9.0,3.0,8.0,9.0
3538,SP1,Ath Madrid,Espanol,3.0,2.0,H,1.73,3.6,4.75,35,35,11.0,9.0,7.0,0.0,2,6,12.0,13.0,1.0,1.0,17,18,15.0,5.0,12.0,13.0
3539,E0,Chelsea,Everton,0.0,0.0,D,1.44,4.2,8.5,33,33,8.0,11.0,4.0,6.0,2,2,12.0,8.0,1.0,1.0,17,17,9.0,4.0,13.0,13.0
3540,I1,Fiorentina,Juventus,3.0,3.0,D,5.0,3.3,1.72,30,30,8.0,7.0,9.0,1.0,0,6,5.0,13.0,0.0,1.0,15,16,8.0,5.0,7.0,12.0
3541,F1,Caen,Metz,1.0,0.0,H,1.85,3.4,4.75,4,4,3.3333333333333335,1.6666666666666667,3.3333333333333335,10.0,1,0,5.0,0.0,1.0,0.0,2,2,0.0,0.0,0.0,0.0
3542,SP1,Ath Madrid,Celta,1.0,0.0,H,1.29,5.5,10.0,17,17,12.0,3.0,6.0,4.0,0,0,9.0,5.0,0.0,0.0,9,9,17.0,4.0,15.0,6.0
3543,D1,FC Koln,Augsburg,1.0,2.0,A,2.88,3.2,2.55,14,14,7.0,9.0,11.0,2.0,0,3,6.0,12.0,0.0,1.0,7,8,3.0,2.0,4.0,12.0
3544,E0,Swansea,Sunderland,4.0,0.0,H,1.62,4.0,6.5,8,8,7.0,4.0,6.0,14.0,0,0,7.0,0.0,0.0,0.0,4,4,6.666666666666667,3.3333333333333335,1.6666666666666667,0.0
3545,SP1,La Coruna,Levante,0.0,0.0,D,1.8,3.2,4.75,23,23,5.0,5.0,2.0,8.0,6,2,9.0,7.0,1.0,1.0,12,11,3.0,3.0,8.0,6.0
