,B365H,B365D,B365A,H,D,A,HomeTeamAtHomeTeamPoints,AwayTeamFromHomeTeamPoints,ScoredAtHomeTeam5,ScoredAwayTeam5,HomeTeamPoints,AwayTeamPoints,HomeTeamUnBeatenStreak,AwayTeamUnBeatenStreak,HomeTeamGoalsScoredLast5,AwayTeamGoalsScoredLast5,HomeTeamGoalsConcededLast5,AwayTeamGoalsConcededLast5,HomeTeamLostLast,AwayTeamLostLast
1350,1.75,3.6,4.75,0,1,0,12.0,8.0,11.0,6.0,10.0,6.0,1,0,13.0,6.0,7.0,10.0,1.0,0.0
1351,1.62,3.75,5.5,0,1,0,11.0,7.0,10.0,8.0,8.0,7.0,4,0,8.0,8.0,7.0,6.0,1.0,0.0
1352,1.8,3.6,4.5,1,0,0,5.0,12.0,9.0,5.0,6.0,5.0,1,3,10.0,9.0,10.0,10.0,1.0,1.0
1353,1.83,3.25,4.5,0,0,1,6.0,6.0,4.0,4.0,5.0,7.0,5,1,4.0,7.0,4.0,4.0,1.0,1.0
1354,1.67,3.75,5.0,1,0,0,10.0,7.0,11.0,8.0,9.0,5.0,6,2,8.0,7.0,4.0,14.0,1.0,1.0
1355,1.72,3.4,5.0,1,0,0,7.5,5.0,5.0,1.25,10.0,2.0,0,1,3.0,2.0,1.0,5.0,0.0,1.0
1356,1.7,3.8,5.0,0,1,0,15.0,11.0,15.0,3.0,10.0,6.0,4,2,9.0,5.0,3.0,4.0,1.0,1.0
1357,1.61,3.6,5.5,1,0,0,11.0,12.0,10.0,1.0,9.0,3.0,0,0,9.0,3.0,8.0,7.0,0.0,0.0
1358,1.72,3.0,5.0,1,0,0,12.0,4.0,8.0,0.0,6.0,1.0,0,0,3.0,1.0,5.0,7.0,0.0,0.0
1359,1.57,3.6,5.0,1,0,0,6.0,2.0,6.0,10.0,8.0,3.0,2,0,8.0,5.0,4.0,11.0,1.0,0.0
1360,1.72,3.6,4.5,1,0,0,6.0,7.0,7.0,9.0,11.0,6.0,5,0,12.0,9.0,7.0,10.0,1.0,0.0
1361,1.53,3.75,5.0,1,0,0,7.5,6.25,7.5,12.5,6.0,6.0,0,2,10.0,8.0,8.0,6.0,0.0,1.0
1362,1.61,3.6,5.5,0,1,0,13.0,8.0,9.0,5.0,10.0,8.0,0,1,10.0,9.0,4.0,8.0,0.0,1.0
1363,1.72,3.4,5.0,0,0,1,10.0,0.0,9.0,6.0,6.0,1.0,1,0,4.0,2.0,6.0,7.0,1.0,0.0
1364,1.83,3.0,5.0,0,1,0,8.0,10.0,4.0,2.0,3.0,5.0,0,1,3.0,3.0,9.0,4.0,0.0,1.0
1365,1.75,3.6,4.75,0,1,0,11.0,5.0,10.0,3.0,11.0,4.0,7,1,10.0,3.0,4.0,5.0,1.0,1.0
1366,1.8,3.4,4.5,0,1,0,7.0,6.0,6.0,1.0,6.0,3.0,2,2,5.0,5.0,5.0,13.0,1.0,1.0
1367,1.85,3.4,4.75,0,0,1,11.0,5.0,7.0,5.0,9.0,7.0,2,0,9.0,6.0,11.0,7.0,1.0,0.0
1368,1.62,4.5,4.5,1,0,0,7.0,10.0,7.0,6.0,2.0,3.0,2,1,7.0,9.0,12.0,11.0,1.0,1.0
1369,1.75,3.6,5.0,0,1,0,13.0,1.0,8.0,9.0,12.0,4.0,2,0,10.0,6.0,6.0,9.0,1.0,0.0
1370,1.83,3.25,4.5,0,1,0,9.0,8.0,7.0,3.0,6.0,4.0,1,1,6.0,6.0,8.0,7.0,1.0,1.0
1371,1.57,3.75,4.5,1,0,0,12.0,2.0,12.0,8.0,13.0,7.0,6,1,8.0,9.0,1.0,8.0,1.0,1.0
1372,1.8,3.4,4.75,1,0,0,10.0,3.0,8.0,5.0,8.0,5.0,4,0,7.0,4.0,8.0,7.0,1.0,0.0
1373,1.72,3.6,5.0,0,1,0,5.0,11.0,5.0,4.0,1.0,6.0,0,0,3.0,6.0,13.0,7.0,0.0,0.0
1374,1.55,4.5,5.25,1,0,0,12.0,9.0,8.0,10.0,13.0,9.0,7,0,8.0,12.0,3.0,12.0,1.0,0.0
1375,1.62,3.8,5.5,0,1,0,7.0,8.0,3.0,2.0,8.0,3.0,3,0,6.0,6.0,7.0,10.0,1.0,0.0
1376,1.73,3.5,5.0,0,0,1,11.25,7.0,6.25,6.0,7.0,5.0,0,1,4.0,4.0,4.0,5.0,0.0,1.0
1377,1.91,3.6,4.5,0,1,0,6.25,5.0,10.0,8.75,7.0,7.0,1,0,8.0,6.0,6.0,6.0,1.0,0.0
1378,1.61,3.6,5.5,1,0,0,10.0,5.0,11.0,2.0,4.0,2.0,0,0,2.0,4.0,8.0,10.0,0.0,0.0
1379,1.62,3.75,5.5,1,0,0,10.0,3.0,8.0,3.0,10.0,7.0,2,1,11.0,6.0,7.0,4.0,1.0,1.0
1380,1.8,3.25,5.0,0,1,0,7.0,13.0,9.0,5.0,7.0,8.0,0,1,11.0,7.0,9.0,3.0,0.0,1.0
1381,1.61,4.0,5.5,1,0,0,4.0,1.0,7.0,3.0,4.0,5.0,0,0,7.0,3.0,15.0,6.0,0.0,0.0
1382,1.9,3.0,4.75,1,0,0,12.0,12.0,8.0,3.0,9.0,11.0,0,5,7.0,9.0,6.0,5.0,0.0,1.0
1383,1.72,3.4,5.0,1,0,0,12.0,9.0,15.0,2.0,13.0,5.0,10,1,8.0,5.0,1.0,6.0,1.0,1.0
1384,1.62,4.0,5.0,1,0,0,5.0,0.0,5.0,3.0,9.0,4.0,0,1,8.0,3.0,7.0,7.0,0.0,1.0
1385,1.7,4.0,4.75,1,0,0,7.0,6.0,10.0,9.0,6.0,7.0,4,0,7.0,6.0,8.0,8.0,1.0,0.0
1386,1.66,3.3,4.75,0,1,0,13.0,6.0,8.0,3.0,8.0,5.0,2,3,5.0,6.0,3.0,10.0,1.0,1.0
1387,1.83,3.4,4.5,1,0,0,5.0,7.0,5.0,7.0,2.0,9.0,0,0,3.0,7.0,7.0,5.0,0.0,0.0
1388,1.67,3.8,5.0,1,0,0,6.0,4.0,6.0,3.0,5.0,1.0,0,0,5.0,6.0,8.0,14.0,0.0,0.0
1389,1.8,3.5,4.75,1,0,0,8.0,5.0,7.0,6.0,8.0,2.0,1,1,7.0,5.0,4.0,13.0,1.0,1.0
1390,1.83,3.4,4.5,0,1,0,6.0,11.0,6.0,6.0,2.0,8.0,0,3,2.0,6.0,8.0,7.0,0.0,1.0
1391,1.7,3.5,5.5,1,0,0,13.0,15.0,9.0,5.0,8.0,9.0,2,9,8.0,5.0,7.0,2.0,1.0,1.0
1392,1.8,3.4,5.0,1,0,0,10.0,3.0,4.0,7.0,11.0,3.0,5,0,8.0,4.0,3.0,9.0,1.0,0.0
1393,1.62,4.0,5.25,0,1,0,8.0,4.0,9.0,3.0,10.0,12.0,2,2,12.0,13.0,9.0,6.0,1.0,1.0
1394,1.57,4.0,5.5,0,1,0,13.0,3.0,10.0,3.0,4.0,3.0,0,0,4.0,4.0,10.0,12.0,0.0,0.0
1395,1.62,4.0,5.0,1,0,0,5.0,9.0,5.0,5.0,4.0,4.0,0,0,7.0,5.0,10.0,11.0,0.0,0.0
1396,1.67,3.6,5.25,1,0,0,10.0,7.0,7.0,4.0,7.0,7.0,3,2,6.0,7.0,4.0,9.0,1.0,1.0
1397,1.61,3.4,5.0,1,0,0,13.0,7.0,12.0,3.0,5.0,8.0,0,1,8.0,6.0,12.0,4.0,0.0,1.0
1398,1.67,3.8,5.0,1,0,0,4.0,1.0,6.0,6.0,4.0,1.0,0,1,8.0,2.0,9.0,12.0,0.0,1.0
1399,1.73,3.25,5.5,0,1,0,10.0,2.0,5.0,6.0,9.0,1.0,3,0,6.0,3.0,3.0,10.0,1.0,0.0
1400,1.61,3.75,5.5,0,0,1,12.0,8.0,12.0,6.0,7.0,10.0,0,1,8.0,8.0,8.0,5.0,0.0,1.0
1401,1.62,3.75,5.5,0,0,1,13.0,7.0,13.0,4.0,9.0,2.0,2,0,10.0,5.0,10.0,11.0,1.0,0.0
1402,1.72,3.6,5.0,0,1,0,6.0,4.0,4.0,3.0,10.0,4.0,4,1,7.0,3.0,5.0,8.0,1.0,1.0
1403,1.57,3.4,5.5,0,0,1,11.0,10.0,16.0,4.0,7.0,6.0,0,4,9.0,5.0,8.0,6.0,0.0,1.0
1404,1.72,3.6,5.0,1,0,0,6.0,6.0,5.0,2.0,7.0,2.0,0,0,5.0,4.0,7.0,10.0,0.0,0.0
1405,1.75,3.7,5.5,1,0,0,11.0,10.0,7.0,7.0,13.0,7.0,8,0,7.0,6.0,2.0,8.0,1.0,0.0
1406,1.75,3.4,5.5,0,1,0,5.0,1.0,7.0,1.0,2.0,0.0,0,0,4.0,2.0,8.0,10.0,0.0,0.0
1407,1.66,3.4,5.5,1,0,0,15.0,11.0,11.0,7.0,13.0,10.0,11,2,10.0,9.0,3.0,5.0,1.0,1.0
1408,1.75,3.6,5.0,0,0,1,10.0,5.0,8.0,6.0,1.0,7.0,0,0,4.0,8.0,13.0,9.0,0.0,0.0
1409,1.85,3.5,4.5,1,0,0,4.0,8.0,6.0,6.0,6.0,7.0,0,0,8.0,6.0,9.0,7.0,0.0,0.0
1410,1.83,3.25,4.5,1,0,0,7.0,11.0,5.0,6.0,7.0,10.0,2,2,5.0,4.0,5.0,2.0,1.0,1.0
1411,1.91,3.5,4.6,0,1,0,7.0,2.0,5.0,4.0,5.0,4.0,1,1,4.0,5.0,11.0,6.0,1.0,1.0
1412,1.66,3.4,5.5,0,0,1,12.5,10.0,8.75,3.75,10.0,8.0,2,3,9.0,5.0,7.0,3.0,1.0,1.0
1413,1.83,3.0,5.5,1,0,0,11.0,9.0,12.0,3.0,8.0,9.0,3,1,9.0,7.0,7.0,8.0,1.0,1.0
1414,1.83,3.4,4.5,0,0,1,5.0,3.0,5.0,5.0,4.0,4.0,0,0,6.0,6.0,10.0,10.0,0.0,0.0
1415,1.85,3.2,5.0,1,0,0,8.0,6.0,4.0,4.0,10.0,3.0,3,1,5.0,5.0,6.0,9.0,1.0,1.0
1416,1.75,3.5,5.0,1,0,0,11.0,12.0,10.0,5.0,10.0,9.0,4,0,9.0,14.0,7.0,9.0,1.0,0.0
1417,1.61,3.4,5.0,1,0,0,13.0,4.0,14.0,8.0,10.0,5.0,0,0,11.0,8.0,4.0,8.0,0.0,0.0
1418,1.55,3.6,5.25,0,0,1,7.0,6.0,4.0,2.0,5.0,6.0,1,1,3.0,4.0,7.0,12.0,1.0,1.0
1419,1.66,3.2,5.0,1,0,0,8.0,6.0,7.0,2.0,5.0,8.0,0,0,5.0,6.0,8.0,5.0,0.0,0.0
1420,1.73,3.5,5.0,0,0,1,6.0,5.0,8.0,5.0,2.0,6.0,0,1,4.0,4.0,9.0,7.0,0.0,1.0
1421,1.8,3.5,4.5,1,0,0,13.0,11.0,15.0,5.0,5.0,7.0,0,1,7.0,3.0,11.0,4.0,0.0,1.0
1422,1.8,3.5,4.75,1,0,0,10.0,2.5,7.0,7.5,6.0,7.0,0,0,6.0,8.0,6.0,11.0,0.0,0.0
1423,1.57,3.6,5.0,0,0,1,11.0,15.0,11.0,7.0,9.0,10.0,6,1,9.0,7.0,7.0,6.0,1.0,1.0
1424,1.62,4.2,5.25,0,1,0,13.0,7.0,12.0,6.0,8.0,8.0,4,3,10.0,7.0,6.0,7.0,1.0,1.0
1425,1.75,3.2,5.5,1,0,0,7.5,3.75,5.0,2.5,5.0,3.0,1,1,4.0,3.0,7.0,8.0,1.0,1.0
1426,1.85,3.1,5.0,1,0,0,8.75,6.25,6.25,6.25,8.0,7.0,4,3,6.0,5.0,5.0,5.0,1.0,1.0
1427,1.7,3.75,5.25,1,0,0,5.0,9.0,7.0,5.0,9.0,5.0,1,2,7.0,3.0,11.0,6.0,1.0,1.0
1428,1.8,3.6,4.5,0,1,0,13.0,4.0,10.0,3.0,10.0,2.0,0,1,6.0,5.0,4.0,9.0,0.0,1.0
1429,1.85,3.75,4.5,0,1,0,10.0,4.0,7.0,3.0,7.0,4.0,0,0,7.0,4.0,6.0,8.0,0.0,0.0
1430,1.57,4.0,5.5,1,0,0,11.0,12.0,12.0,6.0,5.0,9.0,0,0,6.0,9.0,8.0,6.0,0.0,0.0
1431,1.72,3.4,5.0,0,0,1,9.0,5.0,5.0,2.0,7.0,6.0,1,1,6.0,4.0,5.0,3.0,1.0,1.0
1432,1.83,3.6,4.5,1,0,0,3.0,3.0,6.0,6.0,1.0,6.0,0,2,5.0,6.0,12.0,10.0,0.0,1.0
1433,1.72,3.4,5.0,1,0,0,3.0,7.0,9.0,3.0,9.0,5.0,3,1,8.0,7.0,6.0,10.0,1.0,1.0
1434,1.73,3.8,4.75,0,1,0,6.0,5.0,8.0,3.0,9.0,6.0,1,1,11.0,9.0,11.0,9.0,1.0,1.0
1435,1.83,3.25,4.5,1,0,0,13.0,2.0,9.0,8.0,9.0,9.0,1,0,7.0,7.0,4.0,6.0,1.0,0.0
1436,1.8,3.6,4.6,1,0,0,13.0,11.0,9.0,3.0,10.0,7.0,0,1,9.0,7.0,6.0,6.0,0.0,1.0
1437,1.66,3.4,4.5,1,0,0,12.0,13.0,10.0,7.0,9.0,10.0,0,1,7.0,9.0,7.0,6.0,0.0,1.0
1438,1.53,3.75,5.0,0,1,0,9.0,6.0,8.0,1.0,9.0,6.0,1,0,7.0,4.0,5.0,13.0,1.0,0.0
1439,1.8,3.25,4.75,0,1,0,12.0,7.0,12.0,6.0,12.0,9.0,0,3,8.0,5.0,6.0,5.0,0.0,1.0
1440,1.73,3.75,5.0,0,1,0,10.0,5.0,8.0,4.0,7.0,6.0,0,0,7.0,5.0,8.0,6.0,0.0,0.0
1441,1.61,3.2,5.5,1,0,0,7.0,1.0,9.0,2.0,8.0,0.0,2,0,5.0,2.0,5.0,13.0,1.0,0.0
1442,1.66,3.4,4.5,1,0,0,13.0,11.0,16.0,15.0,10.0,15.0,2,5,9.0,16.0,3.0,5.0,1.0,1.0
1443,1.72,3.3,5.0,1,0,0,8.0,8.0,10.0,5.0,4.0,2.0,0,0,7.0,4.0,9.0,10.0,0.0,0.0
1444,1.75,3.8,4.5,1,0,0,4.0,3.0,4.0,6.0,5.0,1.0,3,0,5.0,5.0,5.0,10.0,1.0,0.0
1445,1.75,3.75,4.75,0,1,0,15.0,15.0,25.0,8.0,12.0,9.0,4,1,14.0,9.0,6.0,3.0,1.0,1.0
1446,1.61,3.2,5.5,0,1,0,6.0,2.0,2.0,3.0,4.0,5.0,0,1,1.0,3.0,7.0,9.0,0.0,1.0
1447,1.83,3.4,4.5,0,1,0,9.0,4.0,6.0,4.0,6.0,0.0,0,0,6.0,0.0,8.0,8.0,0.0,0.0
1448,1.67,3.5,5.5,1,0,0,7.0,11.0,6.0,4.0,12.0,5.0,1,2,11.0,7.0,6.0,6.0,1.0,1.0
1449,1.75,3.4,5.0,1,0,0,8.75,5.0,7.5,4.0,1.0,4.0,0,1,6.0,6.0,13.0,13.0,0.0,1.0
1450,1.66,3.4,4.5,1,0,0,10.0,4.0,9.0,1.0,4.0,3.0,2,1,4.0,1.0,7.0,9.0,1.0,1.0
1451,1.85,3.6,4.75,1,0,0,13.0,11.0,11.0,6.0,10.0,7.0,0,1,9.0,6.0,3.0,7.0,0.0,1.0
1452,1.83,3.5,4.5,1,0,0,6.0,6.0,9.0,9.0,2.0,5.0,0,1,4.0,11.0,7.0,12.0,0.0,1.0
1453,1.83,3.5,4.5,0,0,1,12.0,9.0,15.0,6.0,9.0,9.0,1,6,12.0,6.0,8.0,2.0,1.0,1.0
1454,1.75,3.4,5.0,1,0,0,15.0,5.0,8.0,1.0,7.0,1.0,2,1,6.0,2.0,7.0,8.0,1.0,1.0
1455,1.75,3.6,5.0,0,0,1,10.0,10.0,7.0,4.0,12.0,2.0,2,1,11.0,2.0,2.0,7.0,1.0,1.0
1456,1.83,3.6,4.5,1,0,0,5.0,7.0,5.0,4.0,5.0,4.0,0,0,3.0,4.0,4.0,8.0,0.0,0.0
1457,1.66,3.4,4.5,1,0,0,7.0,3.0,3.0,2.0,4.0,2.0,1,1,4.0,4.0,9.0,12.0,1.0,1.0
1458,1.67,4.2,5.25,0,0,1,15.0,15.0,18.0,5.0,15.0,9.0,16,0,14.0,11.0,6.0,3.0,1.0,0.0
1459,1.67,3.75,5.5,0,1,0,11.0,10.0,9.0,2.0,6.0,5.0,2,1,8.0,6.0,5.0,9.0,1.0,1.0
1460,1.73,3.5,5.0,0,0,1,7.0,7.0,3.0,0.0,6.0,3.0,0,0,3.0,6.0,4.0,9.0,0.0,0.0
1461,1.73,4.0,5.0,0,1,0,10.0,9.0,7.0,9.0,15.0,11.0,5,10,16.0,14.0,3.0,5.0,1.0,1.0
1462,1.66,3.6,5.0,0,0,1,13.0,5.0,10.0,2.0,9.0,10.0,0,4,5.0,6.0,9.0,5.0,0.0,1.0
1463,1.66,3.5,5.0,1,0,0,9.0,9.0,8.0,5.0,6.0,7.0,0,2,4.0,5.0,8.0,4.0,0.0,1.0
1464,1.85,3.3,4.5,0,0,1,7.0,5.0,9.0,1.0,4.0,8.0,0,1,4.0,4.0,6.0,4.0,0.0,1.0
1465,1.91,3.1,4.5,1,0,0,8.0,8.0,4.0,7.0,12.0,10.0,2,3,5.0,6.0,6.0,7.0,1.0,1.0
1466,1.8,3.5,4.5,1,0,0,11.0,11.0,8.0,9.0,9.0,11.0,29,9,9.0,13.0,2.0,8.0,1.0,1.0
1467,1.8,3.8,4.75,1,0,0,7.0,4.0,9.0,3.0,4.0,6.0,0,0,5.0,4.0,8.0,6.0,0.0,0.0
1468,1.8,3.25,5.0,1,0,0,7.5,1.6666666666666667,7.5,0.0,6.0,3.0,0,1,7.0,1.0,9.0,4.0,0.0,1.0
1469,1.72,3.4,5.25,1,0,0,15.0,9.0,14.0,3.0,13.0,8.0,7,3,12.0,8.0,3.0,5.0,1.0,1.0
1470,1.8,3.4,5.0,0,1,0,8.75,1.25,5.0,2.5,5.0,2.0,1,0,4.0,2.0,4.0,5.0,1.0,0.0
1471,1.72,3.5,5.0,0,0,1,10.0,6.0,6.0,1.0,7.0,2.0,0,1,6.0,2.0,9.0,6.0,0.0,1.0
1472,1.8,3.4,4.5,1,0,0,9.0,7.0,13.0,11.0,5.0,12.0,1,3,8.0,11.0,8.0,7.0,1.0,1.0
1473,1.8,3.25,5.0,0,0,1,15.0,9.0,12.0,8.0,6.0,7.0,0,1,7.0,4.0,8.0,4.0,0.0,1.0
1474,1.62,3.75,5.5,0,1,0,4.0,7.0,5.0,1.0,6.0,4.0,1,0,7.0,6.0,7.0,13.0,1.0,0.0
1475,1.65,3.4,4.75,0,0,1,8.0,6.0,4.0,2.0,10.0,3.0,0,0,5.0,2.0,4.0,7.0,0.0,0.0
1476,1.8,3.1,4.5,1,0,0,8.0,5.0,9.0,11.0,5.0,6.0,0,1,5.0,4.0,8.0,3.0,0.0,1.0
1477,1.91,3.2,4.5,0,0,1,7.0,10.0,5.0,3.0,3.0,7.0,1,1,3.0,5.0,6.0,3.0,1.0,1.0
1478,1.8,3.3,4.5,1,0,0,9.0,13.0,8.0,5.0,7.0,9.0,6,1,5.0,11.0,3.0,7.0,1.0,1.0
1479,1.62,3.8,5.5,0,1,0,7.0,8.0,4.0,3.0,5.0,5.0,0,1,4.0,5.0,6.0,7.0,0.0,1.0
1480,1.73,3.8,5.5,1,0,0,13.0,6.0,10.0,11.0,13.0,12.0,6,1,8.0,10.0,1.0,5.0,1.0,1.0
1481,1.66,3.6,5.5,0,0,1,4.0,4.0,0.0,3.0,5.0,7.0,1,0,4.0,5.0,6.0,7.0,1.0,0.0
1482,1.7,4.0,4.75,1,0,0,9.0,4.0,8.0,5.0,6.0,6.0,2,1,7.0,13.0,9.0,11.0,1.0,1.0
1483,1.66,3.4,5.5,1,0,0,1.0,2.0,6.0,7.0,0.0,0.0,0,0,4.0,4.0,14.0,12.0,0.0,0.0
1484,1.8,3.8,4.75,0,0,1,9.0,5.0,7.0,7.0,12.0,10.0,4,3,10.0,9.0,4.0,9.0,1.0,1.0
1485,1.83,2.87,4.5,0,1,0,12.0,10.0,7.0,4.0,9.0,7.0,2,2,6.0,4.0,4.0,4.0,1.0,1.0
1486,1.57,3.4,5.5,1,0,0,7.0,2.0,4.0,6.0,5.0,5.0,0,0,5.0,4.0,9.0,5.0,0.0,0.0
1487,1.75,3.6,4.75,1,0,0,9.0,7.0,7.0,5.0,5.0,5.0,1,1,7.0,5.0,11.0,8.0,1.0,1.0
1488,2.0,3.0,4.5,0,1,0,5.0,5.0,8.0,6.0,8.0,7.0,0,1,9.0,6.0,10.0,4.0,0.0,1.0
1489,1.83,3.75,4.75,1,0,0,4.0,5.0,5.0,6.0,7.0,3.0,0,0,6.0,5.0,5.0,7.0,0.0,0.0
1490,1.8,3.5,4.75,0,1,0,9.0,4.0,9.0,3.0,8.0,4.0,2,1,8.0,2.0,7.0,8.0,1.0,1.0
1491,2.88,1.91,4.75,1,0,0,8.0,7.0,8.0,5.0,5.0,8.0,1,3,7.0,6.0,9.0,4.0,1.0,1.0
1492,1.75,3.5,4.75,1,0,0,9.0,7.0,7.0,3.0,7.0,8.0,1,1,4.0,4.0,5.0,5.0,1.0,1.0
1493,1.83,3.3,5.0,1,0,0,9.0,9.0,8.0,3.0,6.0,6.0,0,1,6.0,6.0,9.0,5.0,0.0,1.0
1494,1.8,3.3,4.75,0,1,0,2.0,5.0,4.0,6.0,1.0,1.0,0,0,1.0,3.0,9.0,11.0,0.0,0.0
1495,1.8,3.3,4.5,0,0,1,11.0,7.0,11.0,6.0,7.0,8.0,6,3,7.0,4.0,6.0,2.0,1.0,1.0
1496,1.67,3.6,5.25,1,0,0,11.25,8.0,11.25,6.0,15.0,8.0,7,4,15.0,8.0,3.0,6.0,1.0,1.0
1497,1.65,3.8,5.25,1,0,0,9.0,1.0,10.0,2.0,5.0,2.0,2,0,5.0,1.0,5.0,7.0,1.0,0.0
1498,1.75,3.0,4.75,0,1,0,8.0,9.0,6.0,1.0,4.0,6.0,0,1,3.0,5.0,5.0,5.0,0.0,1.0
1499,1.8,3.5,4.5,0,0,1,13.0,12.0,11.0,7.0,8.0,6.0,3,2,10.0,4.0,8.0,6.0,1.0,1.0
1500,1.85,3.3,4.5,0,0,1,7.0,8.0,6.0,7.0,2.0,5.0,0,2,4.0,8.0,11.0,11.0,0.0,1.0
1501,1.67,4.0,5.0,0,1,0,11.0,11.0,9.0,5.0,7.0,6.0,0,1,8.0,7.0,4.0,8.0,0.0,1.0
1502,1.65,3.75,5.5,0,1,0,10.0,9.0,9.0,5.0,9.0,5.0,7,3,8.0,3.0,3.0,4.0,1.0,1.0
1503,1.85,3.5,4.5,1,0,0,7.0,0.0,7.0,2.0,7.0,2.0,2,0,8.0,1.0,8.0,6.0,1.0,0.0
1504,1.66,4.0,5.0,0,0,1,7.0,12.0,9.0,5.0,10.0,7.0,0,1,9.0,6.0,6.0,7.0,0.0,1.0
1505,1.95,3.2,4.5,0,1,0,6.0,7.0,6.0,2.0,6.0,2.0,4,2,2.0,3.0,2.0,7.0,1.0,1.0
1506,1.8,3.3,4.5,1,0,0,12.0,3.0,12.0,4.0,12.0,2.0,4,1,13.0,2.0,7.0,7.0,1.0,1.0
1507,1.8,3.5,4.5,1,0,0,6.25,8.75,11.25,2.5,4.0,10.0,1,3,7.0,7.0,7.0,1.0,1.0,1.0
1508,1.72,3.1,5.5,0,1,0,11.0,10.0,5.0,7.0,7.0,11.0,2,5,4.0,6.0,5.0,2.0,1.0,1.0
1509,1.61,3.6,5.5,1,0,0,10.0,6.0,7.0,1.0,7.0,5.0,1,0,7.0,2.0,7.0,7.0,1.0,0.0
1510,1.72,3.4,5.0,0,1,0,8.0,12.0,4.0,4.0,11.0,10.0,5,2,6.0,6.0,2.0,5.0,1.0,1.0
1511,1.5,3.6,5.5,1,0,0,11.0,10.0,7.0,1.0,8.0,9.0,4,3,5.0,5.0,5.0,5.0,1.0,1.0
1512,1.7,3.8,4.75,1,0,0,4.0,8.0,3.0,5.0,3.0,4.0,1,1,2.0,7.0,10.0,8.0,1.0,1.0
1513,1.55,3.75,5.5,0,0,1,10.0,8.0,12.0,8.0,4.0,2.0,0,0,5.0,6.0,8.0,10.0,0.0,0.0
1514,1.66,3.6,5.0,1,0,0,6.0,3.0,6.0,10.0,5.0,4.0,1,0,4.0,7.0,5.0,11.0,1.0,0.0
1515,1.66,3.4,4.5,0,1,0,5.0,3.0,5.0,3.0,6.0,4.0,3,2,4.0,4.0,6.0,6.0,1.0,1.0
1516,1.75,3.5,5.25,0,0,1,11.0,2.0,9.0,4.0,7.0,1.0,0,1,7.0,2.0,4.0,10.0,0.0,1.0
1517,1.85,3.4,4.75,1,0,0,3.0,3.0,3.0,4.0,9.0,3.0,6,1,5.0,4.0,3.0,12.0,1.0,1.0
1518,1.66,3.6,5.25,0,0,1,9.0,7.0,8.0,5.0,6.0,1.0,0,0,9.0,2.0,10.0,10.0,0.0,0.0
1519,1.7,3.75,4.75,0,0,1,10.0,6.0,11.0,4.0,4.0,8.0,0,1,7.0,6.0,9.0,5.0,0.0,1.0
1520,1.73,3.5,5.0,1,0,0,6.0,7.0,4.0,5.0,7.0,3.0,1,0,5.0,2.0,3.0,9.0,1.0,0.0
1521,1.8,3.2,4.75,1,0,0,12.0,11.0,8.0,3.0,8.0,9.0,4,1,5.0,7.0,4.0,8.0,1.0,1.0
1522,1.8,3.79,4.75,1,0,0,6.0,2.0,11.0,3.0,11.0,11.0,5,5,12.0,6.0,5.0,3.0,1.0,1.0
1523,1.66,3.6,5.5,0,0,1,11.0,2.0,13.0,2.0,7.0,4.0,2,2,12.0,4.0,10.0,10.0,1.0,1.0
1524,1.72,3.0,5.0,0,1,0,10.0,2.5,12.5,5.0,5.0,4.0,8,0,3.0,1.0,3.0,6.0,1.0,0.0
1525,1.72,3.0,5.0,0,0,1,10.0,11.0,9.0,3.0,8.0,6.0,2,1,8.0,5.0,5.0,5.0,1.0,1.0
1526,1.61,3.75,5.5,0,1,0,8.0,9.0,7.0,5.0,4.0,5.0,4,1,5.0,11.0,8.0,15.0,1.0,1.0
1527,1.6,4.0,5.25,0,1,0,13.0,0.0,13.0,6.25,7.0,2.0,0,2,9.0,4.0,9.0,9.0,0.0,1.0
1528,1.73,3.75,4.5,0,1,0,6.0,8.0,5.0,7.0,5.0,7.0,0,2,6.0,7.0,6.0,8.0,0.0,1.0
1529,1.67,3.6,5.25,1,0,0,8.0,2.0,10.0,9.0,10.0,6.0,0,0,13.0,6.0,8.0,6.0,0.0,0.0
1530,1.67,4.0,5.0,1,0,0,7.0,6.0,7.0,6.0,4.0,6.0,0,3,8.0,5.0,10.0,5.0,0.0,1.0
1531,2.0,2.9,4.5,1,0,0,5.0,3.75,3.75,3.75,7.0,3.0,0,0,4.0,5.0,4.0,8.0,0.0,0.0
1532,1.8,2.87,4.5,0,0,1,9.0,6.0,6.0,3.0,6.0,4.0,4,0,3.0,3.0,2.0,6.0,1.0,0.0
1533,1.57,3.8,5.5,0,1,0,7.0,6.0,6.0,8.0,7.0,6.0,5,0,8.0,9.0,7.0,13.0,1.0,0.0
1534,1.61,3.2,5.5,1,0,0,11.0,9.0,7.0,5.0,11.0,6.0,15,0,4.0,4.0,0.0,5.0,1.0,0.0
1535,1.75,3.6,4.75,0,0,1,5.0,5.0,7.0,7.0,7.0,7.0,1,1,7.0,8.0,6.0,7.0,1.0,1.0
1536,1.57,4.0,5.5,1,0,0,8.0,6.0,7.0,4.0,8.0,7.0,0,1,7.0,8.0,9.0,6.0,0.0,1.0
1537,1.67,3.8,5.25,1,0,0,15.0,7.0,10.0,4.0,10.0,13.0,1,7,7.0,7.0,2.0,2.0,1.0,1.0
