,B365H,B365D,B365A,H,D,A,HomeTeamAtHomeTeamPoints,AwayTeamFromHomeTeamPoints,ScoredAtHomeTeam5,ScoredAwayTeam5,HomeTeamPoints,AwayTeamPoints,HomeTeamUnBeatenStreak,AwayTeamUnBeatenStreak,HomeTeamGoalsScoredLast5,AwayTeamGoalsScoredLast5,HomeTeamGoalsConcededLast5,AwayTeamGoalsConcededLast5,HomeTeamLostLast,AwayTeamLostLast
586,1.57,4.0,5.5,0,1,0,1.6666666666666667,2.5,5.0,7.5,6.0,3.0,4,0,8.0,5.0,6.0,11.0,1.0,0.0
587,1.6,4.33,5.25,1,0,0,13.0,13.0,19.0,4.0,12.0,4.0,4,0,19.0,6.0,4.0,10.0,1.0,0.0
588,1.53,4.33,5.5,1,0,0,15.0,10.0,13.0,11.0,13.0,10.0,7,1,12.0,11.0,4.0,5.0,1.0,1.0
589,1.8,3.4,4.75,0,1,0,9.0,10.0,8.0,3.0,7.0,7.0,1,2,7.0,3.0,8.0,3.0,1.0,1.0
590,1.73,3.5,5.5,1,0,0,11.0,10.0,9.0,5.0,10.0,11.0,0,5,9.0,5.0,4.0,1.0,0.0,1.0
591,1.55,4.2,5.5,1,0,0,9.0,3.0,5.0,4.0,7.0,1.0,0,0,6.0,4.0,7.0,10.0,0.0,0.0
592,1.73,3.4,5.25,1,0,0,5.0,7.0,9.0,6.0,10.0,4.0,2,0,9.0,6.0,4.0,6.0,1.0,0.0
593,1.5,3.75,5.5,0,1,0,8.0,3.0,6.0,4.0,3.0,1.0,2,0,5.0,6.0,10.0,13.0,1.0,0.0
594,1.57,4.2,4.5,1,0,0,10.0,7.0,14.0,7.0,9.0,9.0,1,5,12.0,8.0,6.0,6.0,1.0,1.0
595,1.73,3.7,4.6,1,0,0,5.0,7.0,7.0,4.0,4.0,9.0,0,0,8.0,5.0,12.0,8.0,0.0,0.0
596,1.62,3.8,5.5,1,0,0,9.0,4.0,8.0,3.0,5.0,4.0,0,2,8.0,3.0,11.0,6.0,0.0,1.0
597,1.62,3.75,5.5,0,0,1,12.0,4.0,11.0,6.0,6.0,6.0,0,3,11.0,5.0,13.0,5.0,0.0,1.0
598,1.85,3.5,4.5,1,0,0,1.0,2.0,4.0,8.0,3.0,5.0,0,0,3.0,7.0,12.0,8.0,0.0,0.0
599,1.53,4.33,5.5,1,0,0,7.0,5.0,7.0,6.0,3.0,7.0,0,1,5.0,6.0,11.0,6.0,0.0,1.0
600,1.66,3.2,5.0,1,0,0,11.0,8.0,6.0,1.0,7.0,6.0,0,0,5.0,4.0,4.0,4.0,0.0,0.0
601,1.75,3.2,5.5,1,0,0,12.0,8.0,11.0,7.0,6.0,4.0,2,0,6.0,6.0,6.0,13.0,1.0,0.0
602,1.73,3.5,5.0,1,0,0,9.0,6.0,6.0,3.0,4.0,4.0,0,0,4.0,3.0,6.0,6.0,0.0,0.0
603,1.67,4.2,5.25,1,0,0,13.0,6.0,6.0,6.0,10.0,4.0,0,1,7.0,6.0,4.0,10.0,0.0,1.0
604,1.75,3.6,5.0,0,1,0,4.0,12.0,7.0,3.0,2.0,10.0,0,3,6.0,13.0,9.0,9.0,0.0,1.0
605,1.66,4.0,5.0,1,0,0,10.0,5.0,11.0,3.0,8.0,2.0,2,0,9.0,5.0,6.0,9.0,1.0,0.0
606,1.8,3.75,4.5,1,0,0,8.0,10.0,6.0,7.0,4.0,5.0,0,1,4.0,7.0,5.0,5.0,0.0,1.0
607,1.83,3.25,4.5,1,0,0,8.0,1.0,10.0,6.0,4.0,2.0,0,1,5.0,2.0,7.0,5.0,0.0,1.0
608,1.75,3.4,5.5,0,1,0,7.0,7.0,6.0,4.0,7.0,8.0,0,3,6.0,6.0,7.0,2.0,0.0,1.0
609,1.91,3.1,4.5,1,0,0,13.0,13.0,7.0,7.0,7.0,7.0,0,0,5.0,7.0,4.0,5.0,0.0,0.0
610,1.62,3.75,5.5,1,0,0,8.0,10.0,4.0,5.0,8.0,6.0,0,1,5.0,8.0,3.0,9.0,0.0,1.0
611,1.67,3.75,5.0,1,0,0,8.0,10.0,3.0,5.0,6.0,5.0,0,0,7.0,2.0,12.0,4.0,0.0,0.0
612,1.67,3.5,5.5,1,0,0,8.0,5.0,8.0,5.0,9.0,6.0,2,2,7.0,5.0,6.0,5.0,1.0,1.0
613,1.83,3.4,4.5,1,0,0,11.25,6.666666666666667,7.5,5.0,10.0,8.0,2,1,7.0,8.0,4.0,9.0,1.0,1.0
614,1.75,3.6,5.0,1,0,0,7.0,0.0,5.0,5.0,3.0,0.0,0,0,3.0,5.0,7.0,15.0,0.0,0.0
615,1.57,4.0,5.5,1,0,0,9.0,6.0,7.0,6.0,6.0,5.0,0,1,6.0,6.0,3.0,8.0,0.0,1.0
616,1.67,3.8,5.25,1,0,0,12.0,9.0,10.0,9.0,10.0,11.0,3,7,10.0,7.0,4.0,3.0,1.0,1.0
617,1.72,3.4,5.0,1,0,0,5.0,5.0,5.0,6.0,6.0,5.0,0,1,6.0,3.0,10.0,4.0,0.0,1.0
618,1.62,3.8,5.5,0,1,0,5.0,7.0,8.0,2.0,4.0,9.0,2,6,4.0,6.0,7.0,2.0,1.0,1.0
619,1.72,3.0,5.0,0,0,1,13.0,9.0,6.0,4.0,7.0,7.0,2,14,3.0,3.0,3.0,2.0,1.0,1.0
620,1.72,3.75,5.0,1,0,0,9.0,9.0,6.0,1.0,7.0,6.0,2,2,7.0,8.0,8.0,5.0,1.0,1.0
621,1.83,3.4,4.5,0,0,1,8.0,10.0,10.0,4.0,7.0,7.0,5,1,9.0,5.0,7.0,7.0,1.0,1.0
622,1.75,3.75,4.75,0,0,1,5.0,8.0,8.0,2.0,3.0,3.0,2,1,5.0,7.0,8.0,12.0,1.0,1.0
623,1.61,4.2,5.0,0,1,0,15.0,15.0,20.0,10.0,15.0,13.0,8,8,17.0,9.0,3.0,4.0,1.0,1.0
624,1.62,3.8,5.5,0,1,0,10.0,9.0,12.0,4.0,8.0,6.0,0,0,10.0,8.0,7.0,12.0,0.0,0.0
625,2.1,2.6,4.5,0,0,1,9.0,1.0,9.0,4.0,8.0,1.0,4,1,8.0,3.0,8.0,12.0,1.0,1.0
626,1.8,3.4,4.75,0,0,1,12.0,2.0,8.0,2.0,10.0,0.0,0,0,7.0,3.0,7.0,10.0,0.0,0.0
627,1.61,3.4,5.0,1,0,0,10.0,12.0,9.0,2.0,8.0,3.0,1,0,6.0,9.0,6.0,8.0,1.0,0.0
628,1.66,3.2,5.0,1,0,0,11.0,8.0,8.0,6.0,12.0,9.0,0,1,7.0,11.0,3.0,11.0,0.0,1.0
629,1.8,3.2,5.0,1,0,0,7.0,5.0,5.0,9.0,3.0,6.0,0,0,4.0,7.0,12.0,9.0,0.0,0.0
630,1.8,3.5,4.5,1,0,0,6.0,5.0,5.0,7.0,3.0,6.0,0,2,3.0,8.0,5.0,8.0,0.0,1.0
631,1.8,3.2,5.0,1,0,0,4.0,2.0,6.0,2.0,2.0,4.0,1,4,3.0,3.0,7.0,4.0,1.0,1.0
632,1.61,3.4,5.0,1,0,0,10.0,8.0,10.0,6.0,15.0,6.0,6,4,13.0,5.0,2.0,6.0,1.0,1.0
633,1.72,3.6,5.0,0,1,0,10.0,10.0,6.0,2.0,12.0,6.0,0,1,7.0,3.0,2.0,13.0,0.0,1.0
634,1.8,3.6,4.5,0,1,0,10.0,4.0,8.0,11.0,5.0,4.0,2,1,4.0,8.0,5.0,10.0,1.0,1.0
635,1.72,3.4,5.0,1,0,0,8.0,8.0,4.0,5.0,7.0,2.0,0,0,4.0,7.0,4.0,12.0,0.0,0.0
636,1.85,3.3,4.75,0,0,1,6.0,7.0,7.0,4.0,6.0,8.0,3,3,4.0,6.0,7.0,3.0,1.0,1.0
637,1.73,3.6,4.75,0,0,1,13.0,8.0,12.0,7.0,9.0,3.0,8,1,9.0,3.0,5.0,10.0,1.0,1.0
638,1.95,3.5,4.5,1,0,0,5.0,2.0,8.0,0.0,5.0,0.0,0,0,6.0,2.0,9.0,13.0,0.0,0.0
639,1.8,3.5,4.75,1,0,0,8.0,9.0,7.0,7.0,5.0,8.0,0,0,4.0,7.0,5.0,4.0,0.0,0.0
640,1.83,3.75,4.75,1,0,0,15.0,15.0,23.0,8.0,10.0,10.0,4,4,13.0,8.0,4.0,2.0,1.0,1.0
641,1.8,3.3,5.0,1,0,0,9.0,1.0,5.0,2.0,4.0,6.0,0,4,3.0,4.0,8.0,5.0,0.0,1.0
642,1.8,3.4,4.75,1,0,0,8.0,9.0,6.0,7.0,8.0,6.0,0,0,8.0,7.0,8.0,6.0,0.0,0.0
643,1.8,3.3,4.75,0,1,0,13.0,12.0,9.0,1.0,8.0,6.0,0,3,8.0,1.0,8.0,1.0,0.0,1.0
644,1.8,3.4,4.6,0,1,0,9.0,7.0,7.0,6.0,2.0,6.0,0,0,2.0,5.0,8.0,7.0,0.0,0.0
645,1.61,3.4,5.0,1,0,0,9.0,7.0,9.0,2.0,10.0,8.0,2,4,14.0,6.0,7.0,10.0,1.0,1.0
646,1.85,3.25,5.0,1,0,0,5.0,9.0,7.0,2.0,2.0,7.0,2,1,3.0,5.0,7.0,5.0,1.0,1.0
647,2.1,2.6,5.0,0,1,0,13.0,11.0,10.0,4.0,6.0,6.0,2,4,8.0,3.0,8.0,5.0,1.0,1.0
648,1.66,3.4,4.5,1,0,0,6.0,10.0,5.0,4.0,11.0,7.0,5,0,11.0,6.0,6.0,6.0,1.0,0.0
649,1.65,3.75,5.25,1,0,0,12.0,9.0,17.0,10.0,13.0,10.0,7,4,14.0,11.0,2.0,5.0,1.0,1.0
650,1.66,3.2,5.0,1,0,0,13.0,15.0,8.0,2.0,5.0,7.0,2,1,4.0,3.0,4.0,3.0,1.0,1.0
651,1.73,3.6,5.25,1,0,0,4.0,1.0,4.0,7.0,4.0,4.0,1,0,7.0,6.0,7.0,9.0,1.0,0.0
652,1.72,3.4,5.0,0,1,0,11.0,7.0,6.0,4.0,7.0,3.0,0,1,3.0,6.0,4.0,9.0,0.0,1.0
653,1.62,4.0,5.0,1,0,0,9.0,8.0,11.0,5.0,6.0,3.0,0,0,6.0,5.0,7.0,8.0,0.0,0.0
654,1.61,3.6,5.5,1,0,0,15.0,3.0,10.0,5.0,10.0,5.0,4,1,7.0,4.0,6.0,5.0,1.0,1.0
655,1.67,3.75,5.0,1,0,0,7.0,8.0,5.0,3.0,4.0,3.0,0,1,4.0,5.0,11.0,8.0,0.0,1.0
656,1.67,3.6,5.5,0,1,0,10.0,1.0,8.0,4.0,5.0,3.0,2,0,3.0,6.0,3.0,10.0,1.0,0.0
657,1.72,3.7,4.75,1,0,0,7.5,7.5,8.75,5.0,6.0,2.0,0,1,7.0,5.0,9.0,9.0,0.0,1.0
658,1.85,3.5,4.5,1,0,0,9.0,13.0,11.0,4.0,9.0,7.0,0,1,8.0,4.0,8.0,7.0,0.0,1.0
659,1.67,3.8,5.0,0,1,0,7.0,2.0,6.0,1.0,10.0,5.0,4,3,10.0,2.0,9.0,7.0,1.0,1.0
660,1.61,3.4,4.75,1,0,0,6.0,8.0,3.0,4.0,2.0,5.0,1,0,3.0,9.0,9.0,13.0,1.0,0.0
661,1.73,3.25,4.75,1,0,0,10.0,8.0,9.0,1.0,9.0,7.0,8,1,7.0,3.0,4.0,7.0,1.0,1.0
662,1.57,3.6,5.0,0,0,1,15.0,7.0,13.0,9.0,13.0,4.0,13,0,11.0,7.0,4.0,10.0,1.0,0.0
663,1.7,3.6,5.5,1,0,0,7.0,9.0,4.0,4.0,5.0,7.0,0,6,6.0,5.0,10.0,4.0,0.0,1.0
664,1.7,3.75,4.75,1,0,0,11.0,10.0,13.0,5.0,8.0,4.0,3,0,7.0,9.0,10.0,7.0,1.0,0.0
665,1.75,3.8,4.75,1,0,0,11.0,5.0,10.0,3.0,7.0,7.0,1,3,10.0,6.0,9.0,7.0,1.0,1.0
666,1.83,3.25,4.75,0,0,1,10.0,11.0,7.0,4.0,7.0,7.0,0,0,6.0,3.0,5.0,6.0,0.0,0.0
667,1.66,3.4,4.5,0,1,0,9.0,4.0,5.0,7.0,7.0,6.0,3,1,7.0,8.0,6.0,11.0,1.0,1.0
668,1.67,3.5,5.5,0,1,0,7.0,11.0,11.0,6.0,1.0,10.0,0,2,4.0,10.0,13.0,5.0,0.0,1.0
669,1.83,3.4,4.75,0,0,1,12.0,12.0,7.0,3.0,9.0,7.0,0,1,5.0,8.0,7.0,8.0,0.0,1.0
670,1.75,3.4,5.0,1,0,0,6.0,7.0,3.0,2.0,8.0,4.0,1,0,4.0,3.0,2.0,11.0,1.0,0.0
671,4.0,1.62,4.75,0,1,0,5.0,8.0,8.0,5.0,3.0,10.0,2,4,5.0,11.0,7.0,6.0,1.0,1.0
672,1.9,3.1,4.5,1,0,0,7.0,9.0,5.0,2.0,2.0,7.0,1,1,4.0,6.0,10.0,5.0,1.0,1.0
673,1.67,3.75,5.0,0,0,1,10.0,8.0,10.0,6.0,7.0,3.0,0,1,12.0,6.0,15.0,6.0,0.0,1.0
674,1.55,4.2,5.5,0,1,0,3.75,1.25,7.5,1.25,1.0,1.0,0,0,5.0,4.0,14.0,13.0,0.0,0.0
675,1.57,3.4,5.5,1,0,0,10.0,4.0,7.0,2.0,5.0,5.0,3,3,4.0,2.0,11.0,10.0,1.0,1.0
676,1.67,4.0,5.0,1,0,0,6.0,12.0,4.0,4.0,2.0,6.0,0,0,3.0,9.0,10.0,10.0,0.0,0.0
677,1.75,3.5,4.5,0,0,1,3.75,5.0,7.5,6.25,10.0,6.0,1,1,8.0,6.0,6.0,8.0,1.0,1.0
678,1.65,3.6,5.5,1,0,0,9.0,4.0,6.0,1.0,4.0,9.0,0,1,3.0,4.0,5.0,4.0,0.0,1.0
679,1.8,3.3,4.5,0,0,1,10.0,9.0,8.0,2.0,11.0,9.0,5,9,8.0,8.0,2.0,6.0,1.0,1.0
680,1.8,3.2,5.0,1,0,0,7.0,5.0,5.0,4.0,5.0,3.0,2,0,5.0,5.0,6.0,8.0,1.0,0.0
681,1.75,3.6,5.0,0,1,0,3.0,4.0,5.0,2.0,4.0,3.0,1,0,3.0,6.0,5.0,13.0,1.0,0.0
682,1.83,3.5,4.5,0,0,1,8.0,6.0,5.0,5.0,3.0,4.0,0,0,4.0,5.0,13.0,13.0,0.0,0.0
683,1.65,3.6,5.5,0,0,1,6.0,6.0,8.0,3.0,4.0,4.0,0,1,4.0,5.0,8.0,8.0,0.0,1.0
684,1.62,3.8,5.5,0,1,0,10.0,7.0,10.0,5.0,13.0,10.0,10,4,13.0,6.0,3.0,2.0,1.0,1.0
685,1.72,3.2,5.5,0,0,1,7.0,9.0,7.0,6.0,7.0,5.0,5,1,5.0,9.0,3.0,8.0,1.0,1.0
686,1.75,3.9,5.0,0,0,1,7.5,6.25,6.25,2.5,5.0,5.0,0,2,5.0,5.0,8.0,9.0,0.0,1.0
687,1.57,3.25,5.0,1,0,0,11.0,12.0,7.0,3.0,6.0,5.0,1,0,5.0,3.0,7.0,5.0,1.0,0.0
688,1.83,3.5,5.25,1,0,0,4.0,8.0,3.0,3.0,7.0,6.0,1,1,3.0,3.0,3.0,10.0,1.0,1.0
689,1.75,3.6,4.75,1,0,0,10.0,6.0,7.0,5.0,6.0,8.0,0,3,4.0,5.0,4.0,4.0,0.0,1.0
690,1.7,3.4,5.5,0,1,0,6.0,7.0,5.0,1.0,3.0,5.0,0,1,4.0,6.0,9.0,7.0,0.0,1.0
691,1.73,3.5,5.0,0,1,0,13.0,8.0,16.0,3.0,6.0,7.0,0,1,9.0,6.0,12.0,4.0,0.0,1.0
692,1.73,3.6,4.75,1,0,0,6.0,6.0,3.0,8.0,4.0,2.0,2,1,4.0,3.0,9.0,7.0,1.0,1.0
693,1.57,4.33,5.5,1,0,0,8.75,0.0,5.0,10.0,8.0,7.0,4,2,5.0,7.0,4.0,7.0,1.0,1.0
694,1.8,3.5,4.5,1,0,0,10.0,5.0,11.0,6.0,4.0,7.0,0,0,2.0,6.0,8.0,8.0,0.0,0.0
695,1.73,3.9,5.25,1,0,0,15.0,9.0,15.0,8.0,12.0,8.0,0,0,11.0,5.0,1.0,3.0,0.0,0.0
696,1.73,3.3,5.5,1,0,0,11.0,7.0,8.0,3.0,9.0,7.0,11,0,6.0,7.0,2.0,6.0,1.0,0.0
697,1.83,3.3,4.75,1,0,0,10.0,9.0,7.0,3.0,9.0,5.0,3,1,7.0,4.0,5.0,5.0,1.0,1.0
698,1.73,3.5,5.0,0,0,1,10.0,6.0,9.0,5.0,8.0,2.0,1,0,8.0,7.0,6.0,12.0,1.0,0.0
699,1.67,3.75,5.0,0,0,1,8.0,8.0,7.0,3.0,7.0,5.0,0,1,10.0,7.0,11.0,10.0,0.0,1.0
700,1.72,3.2,4.5,1,0,0,9.0,8.0,6.0,4.0,9.0,9.0,2,5,6.0,7.0,5.0,5.0,1.0,1.0
701,1.75,3.7,4.5,0,1,0,7.0,6.0,10.0,5.0,5.0,5.0,3,1,11.0,6.0,12.0,13.0,1.0,1.0
702,1.83,3.5,4.5,1,0,0,12.0,9.0,12.0,9.0,13.0,6.0,7,2,12.0,6.0,2.0,6.0,1.0,1.0
703,1.91,3.2,4.75,1,0,0,10.0,6.0,4.0,3.0,10.0,8.0,2,3,6.0,5.0,4.0,4.0,1.0,1.0
704,1.61,3.4,5.0,1,0,0,5.0,8.0,7.0,6.0,1.0,5.0,0,0,2.0,7.0,8.0,7.0,0.0,0.0
705,1.83,3.2,5.0,1,0,0,7.0,7.0,5.0,5.0,6.0,5.0,1,3,6.0,5.0,9.0,9.0,1.0,1.0
706,1.73,3.5,5.0,1,0,0,6.25,11.25,3.75,1.25,4.0,6.0,1,1,3.0,3.0,6.0,6.0,1.0,1.0
707,1.83,3.6,4.5,1,0,0,9.0,5.0,7.0,2.0,7.0,2.0,0,0,7.0,3.0,7.0,8.0,0.0,0.0
708,1.73,3.8,4.75,0,0,1,7.0,8.0,10.0,2.0,9.0,5.0,2,0,11.0,3.0,6.0,7.0,1.0,0.0
709,1.8,3.5,4.5,0,1,0,12.5,5.0,8.75,5.0,11.0,7.0,9,2,8.0,5.0,2.0,7.0,1.0,1.0
710,1.83,3.25,4.5,1,0,0,10.0,6.0,5.0,8.0,10.0,6.0,1,0,6.0,9.0,4.0,11.0,1.0,0.0
711,1.8,3.2,5.0,0,0,1,11.0,8.0,9.0,2.0,4.0,4.0,0,1,8.0,2.0,12.0,5.0,0.0,1.0
712,1.72,3.6,4.5,0,1,0,9.0,10.0,5.0,5.0,5.0,9.0,0,0,3.0,11.0,8.0,8.0,0.0,0.0
713,1.72,3.0,5.0,0,1,0,5.0,7.0,3.0,0.0,10.0,4.0,1,1,5.0,4.0,3.0,7.0,1.0,1.0
714,1.75,3.5,4.75,0,0,1,9.0,1.0,8.0,5.0,7.0,0.0,1,0,9.0,3.0,8.0,10.0,1.0,0.0
715,1.72,3.6,5.25,0,1,0,10.0,0.0,5.0,2.0,8.0,0.0,0,0,4.0,2.0,3.0,11.0,0.0,0.0
716,1.73,3.6,5.25,0,0,1,8.0,3.0,4.0,4.0,8.0,6.0,4,1,7.0,4.0,5.0,7.0,1.0,1.0
717,1.67,3.6,5.5,0,1,0,3.0,10.0,6.0,3.0,1.0,8.0,1,0,6.0,4.0,15.0,2.0,1.0,0.0
718,1.73,3.4,5.25,1,0,0,8.0,8.0,17.0,6.0,8.0,13.0,2,6,11.0,6.0,5.0,1.0,1.0,1.0
719,1.83,3.3,5.0,1,0,0,7.0,6.0,8.0,4.0,4.0,2.0,2,0,5.0,4.0,6.0,7.0,1.0,0.0
720,1.67,3.6,5.25,1,0,0,5.0,3.0,9.0,6.0,7.0,6.0,6,0,10.0,8.0,9.0,10.0,1.0,0.0
721,1.5,3.75,5.5,1,0,0,13.0,6.0,15.0,12.0,11.0,7.0,10,3,13.0,7.0,7.0,9.0,1.0,1.0
722,1.83,3.5,4.5,1,0,0,7.0,3.0,7.0,9.0,3.0,3.0,0,1,6.0,8.0,14.0,10.0,0.0,1.0
723,1.91,3.6,4.5,1,0,0,5.0,8.0,6.0,3.0,5.0,9.0,0,0,3.0,6.0,6.0,7.0,0.0,0.0
724,1.91,3.3,4.5,1,0,0,10.0,8.0,9.0,6.0,4.0,9.0,0,5,4.0,5.0,5.0,1.0,0.0,1.0
725,1.8,3.3,4.5,1,0,0,8.75,5.0,5.0,2.5,5.0,1.0,2,0,3.0,1.0,6.0,8.0,1.0,0.0
726,1.67,3.6,5.5,1,0,0,13.0,4.0,8.0,6.0,13.0,2.0,5,0,8.0,2.0,2.0,9.0,1.0,0.0
727,1.85,3.5,4.5,1,0,0,5.0,7.0,6.0,2.0,4.0,1.0,1,0,6.0,1.0,13.0,8.0,1.0,0.0
728,1.66,3.4,5.5,0,1,0,13.0,13.0,14.0,6.0,10.0,9.0,2,0,12.0,7.0,4.0,7.0,1.0,0.0
729,1.6,4.33,4.75,1,0,0,8.0,9.0,7.0,8.0,5.0,9.0,0,0,3.0,9.0,3.0,10.0,0.0,0.0
730,1.66,3.75,5.0,1,0,0,15.0,9.0,13.0,7.0,10.0,7.0,4,0,10.0,4.0,6.0,4.0,1.0,0.0
731,1.67,3.75,5.0,1,0,0,6.0,6.0,6.0,11.0,8.0,11.0,2,5,9.0,8.0,5.0,4.0,1.0,1.0
732,1.8,3.4,4.75,0,0,1,11.0,7.0,12.0,11.0,5.0,7.0,2,0,6.0,8.0,8.0,9.0,1.0,0.0
733,1.85,3.25,5.0,1,0,0,11.0,7.0,9.0,5.0,6.0,2.0,1,2,3.0,4.0,5.0,9.0,1.0,1.0
734,1.73,3.8,5.5,1,0,0,10.0,11.0,10.0,5.0,10.0,10.0,4,2,6.0,10.0,1.0,5.0,1.0,1.0
735,1.61,3.8,5.0,1,0,0,9.0,10.0,9.0,10.0,5.0,8.0,0,3,5.0,9.0,8.0,6.0,0.0,1.0
736,1.83,3.4,4.5,1,0,0,6.0,7.0,6.0,4.0,9.0,4.0,2,0,8.0,4.0,6.0,7.0,1.0,0.0
737,1.7,3.6,5.0,1,0,0,7.0,6.0,8.0,4.0,4.0,0.0,0,0,6.0,2.0,11.0,15.0,0.0,0.0
738,1.83,3.1,4.75,1,0,0,13.0,13.0,11.0,7.0,9.0,9.0,23,6,6.0,9.0,3.0,7.0,1.0,1.0
739,1.85,3.2,4.6,1,0,0,10.0,13.0,11.0,3.0,6.0,6.0,0,1,10.0,5.0,8.0,10.0,0.0,1.0
740,1.83,3.6,4.5,1,0,0,9.0,7.0,8.0,8.0,9.0,8.0,9,3,10.0,7.0,7.0,7.0,1.0,1.0
741,1.9,3.0,4.5,1,0,0,6.0,5.0,4.0,2.0,2.0,5.0,0,1,4.0,4.0,8.0,5.0,0.0,1.0
742,1.57,4.33,5.5,1,0,0,13.0,9.0,10.0,7.0,9.0,6.0,7,0,10.0,10.0,6.0,8.0,1.0,0.0
743,1.75,3.8,5.25,1,0,0,11.0,5.0,11.0,4.0,10.0,10.0,1,2,11.0,5.0,7.0,4.0,1.0,1.0
744,1.67,3.5,5.5,0,1,0,11.0,5.0,9.0,7.0,8.0,7.0,0,2,5.0,6.0,3.0,5.0,0.0,1.0
745,1.83,3.6,4.5,1,0,0,10.0,11.0,12.0,2.0,6.0,7.0,0,0,8.0,7.0,11.0,7.0,0.0,0.0
746,1.67,3.6,5.5,0,1,0,9.0,8.0,6.0,4.0,7.0,7.0,0,0,6.0,4.0,5.0,5.0,0.0,0.0
747,1.66,3.5,5.5,1,0,0,9.0,5.0,6.0,5.0,9.0,8.0,0,3,7.0,7.0,4.0,6.0,0.0,1.0
748,1.72,3.6,4.5,0,1,0,8.0,7.0,10.0,9.0,5.0,9.0,1,6,6.0,10.0,8.0,4.0,1.0,1.0
749,1.8,3.5,4.5,0,1,0,8.0,5.0,10.0,2.0,4.0,5.0,0,1,6.0,2.0,11.0,6.0,0.0,1.0
750,1.67,3.75,5.0,1,0,0,10.0,5.0,8.0,6.0,9.0,9.0,0,2,4.0,9.0,5.0,8.0,0.0,1.0
751,1.67,3.8,5.0,1,0,0,9.0,6.0,10.0,12.0,10.0,5.0,3,0,12.0,8.0,9.0,13.0,1.0,0.0
752,1.55,4.2,5.5,1,0,0,12.0,6.0,19.0,13.0,12.0,10.0,2,3,10.0,9.0,4.0,3.0,1.0,1.0
753,1.62,3.75,5.5,0,0,1,8.0,8.0,7.0,4.0,10.0,3.0,1,0,9.0,4.0,6.0,12.0,1.0,0.0
754,1.66,3.4,4.5,1,0,0,5.0,5.0,7.0,5.0,6.0,2.0,4,0,7.0,5.0,5.0,12.0,1.0,0.0
755,1.61,3.4,5.0,1,0,0,8.0,8.0,8.0,5.0,6.0,1.0,1,0,6.0,4.0,5.0,13.0,1.0,0.0
756,1.67,3.75,5.0,1,0,0,12.0,6.0,12.0,11.0,10.0,9.0,4,1,10.0,13.0,6.0,11.0,1.0,1.0
757,1.8,3.5,4.5,0,1,0,13.0,4.0,10.0,6.0,6.0,4.0,0,2,7.0,6.0,8.0,11.0,0.0,1.0
758,1.5,3.6,5.5,1,0,0,5.0,7.5,6.25,3.75,4.0,4.0,0,1,5.0,4.0,9.0,15.0,0.0,1.0
759,1.91,3.2,4.75,1,0,0,4.0,8.0,6.0,4.0,4.0,4.0,0,0,3.0,4.0,9.0,9.0,0.0,0.0
760,1.8,3.3,4.75,1,0,0,3.0,4.0,5.0,5.0,3.0,3.0,0,0,4.0,5.0,6.0,9.0,0.0,0.0
761,1.75,3.3,4.75,1,0,0,7.0,11.0,7.0,3.0,10.0,6.0,0,3,9.0,2.0,4.0,2.0,0.0,1.0
762,1.83,3.0,5.0,0,1,0,6.0,9.0,5.0,3.0,6.0,8.0,0,1,5.0,5.0,6.0,4.0,0.0,1.0
763,1.75,3.4,5.0,0,1,0,4.0,5.0,5.0,1.0,2.0,4.0,0,3,6.0,5.0,12.0,6.0,0.0,1.0
764,1.8,3.5,4.75,1,0,0,11.0,12.0,10.0,2.0,10.0,10.0,1,1,10.0,6.0,5.0,5.0,1.0,1.0
765,1.72,3.3,5.0,1,0,0,8.0,7.0,5.0,3.0,4.0,6.0,0,0,3.0,4.0,6.0,12.0,0.0,0.0
766,1.85,3.3,4.5,1,0,0,6.0,8.0,8.0,6.0,7.0,3.0,3,3,8.0,3.0,7.0,6.0,1.0,1.0
767,1.75,3.3,5.25,1,0,0,13.0,13.0,7.0,1.0,8.0,10.0,0,1,7.0,8.0,6.0,1.0,0.0,1.0
768,1.83,2.87,4.5,1,0,0,9.0,13.0,11.0,3.0,6.0,7.0,3,1,10.0,6.0,4.0,4.0,1.0,1.0
769,1.72,3.4,5.0,0,1,0,15.0,11.0,8.0,6.0,8.0,8.0,2,1,7.0,9.0,5.0,9.0,1.0,1.0
770,1.7,3.75,5.25,0,1,0,12.0,13.0,14.0,8.0,12.0,13.0,2,15,10.0,13.0,4.0,3.0,1.0,1.0
771,1.72,4.0,4.5,1,0,0,7.0,6.0,11.0,4.0,4.0,5.0,0,1,10.0,6.0,8.0,7.0,0.0,1.0
772,1.67,4.0,4.75,0,1,0,7.0,6.0,7.0,2.0,7.0,5.0,1,3,8.0,6.0,8.0,9.0,1.0,1.0
773,1.95,3.1,4.75,1,0,0,12.0,6.0,10.0,5.0,8.0,7.0,3,0,7.0,6.0,4.0,9.0,1.0,0.0
774,1.7,3.75,5.25,1,0,0,12.0,10.0,12.0,5.0,6.0,2.0,0,0,9.0,5.0,10.0,10.0,0.0,0.0
775,1.62,3.8,5.5,1,0,0,11.0,11.0,11.0,5.0,9.0,10.0,7,1,9.0,9.0,6.0,9.0,1.0,1.0
776,1.8,3.5,4.5,0,1,0,11.25,10.0,6.25,5.0,12.0,8.0,0,3,6.0,7.0,4.0,4.0,0.0,1.0
